PERMNO,date,TICKER,PRC
14593,20000405,AAPL,130.37500
14593,20000406,AAPL,125.18750
14593,20000407,AAPL,131.75000
14593,20000410,AAPL,125.00000
14593,20000411,AAPL,119.43750
14593,20000412,AAPL,109.25000
14593,20000413,AAPL,113.81250
14593,20000414,AAPL,111.87500
14593,20000417,AAPL,123.87500
14593,20000418,AAPL,126.87500
14593,20000419,AAPL,121.12500
14593,20000420,AAPL,118.87500
14593,20000424,AAPL,120.50000
14593,20000425,AAPL,128.31250
14593,20000426,AAPL,121.31250
14593,20000427,AAPL,126.75000
14593,20000428,AAPL,124.06250
14593,20000501,AAPL,124.31250
14593,20000502,AAPL,117.87500
14593,20000503,AAPL,115.06250
14593,20000504,AAPL,110.68750
14593,20000505,AAPL,113.12500
14593,20000508,AAPL,110.12500
14593,20000509,AAPL,105.43750
14593,20000510,AAPL,99.31250
14593,20000511,AAPL,102.81250
14593,20000512,AAPL,107.62500
14593,20000515,AAPL,101.00000
14593,20000516,AAPL,105.68750
14593,20000517,AAPL,101.37500
14593,20000518,AAPL,100.75000
14593,20000519,AAPL,94.00000
14593,20000522,AAPL,89.93750
14593,20000523,AAPL,85.81250
14593,20000524,AAPL,87.68750
14593,20000525,AAPL,87.26563
14593,20000526,AAPL,86.37500
14593,20000530,AAPL,87.56250
14593,20000531,AAPL,84.00000
14593,20000601,AAPL,89.12500
14593,20000602,AAPL,92.56250
14593,20000605,AAPL,91.31250
14593,20000606,AAPL,92.87500
14593,20000607,AAPL,96.56250
14593,20000608,AAPL,94.81250
14593,20000609,AAPL,95.75000
14593,20000612,AAPL,91.18750
14593,20000613,AAPL,94.50000
14593,20000614,AAPL,90.43750
14593,20000615,AAPL,92.37500
14593,20000616,AAPL,91.18750
14593,20000619,AAPL,96.62500
14593,20000620,AAPL,101.25000
14593,20000621,AAPL,55.62500
14593,20000622,AAPL,53.75000
14593,20000623,AAPL,51.68750
14593,20000626,AAPL,54.12500
14593,20000627,AAPL,51.75000
14593,20000628,AAPL,54.43750
14593,20000629,AAPL,51.25000
14593,20000630,AAPL,52.37500
14593,20000703,AAPL,53.31250
14593,20000705,AAPL,51.62500
14593,20000706,AAPL,51.81250
14593,20000707,AAPL,54.43750
14593,20000710,AAPL,57.12500
14593,20000711,AAPL,56.93750
14593,20000712,AAPL,58.87500
14593,20000713,AAPL,56.50000
14593,20000714,AAPL,57.68750
14593,20000717,AAPL,58.31250
14593,20000718,AAPL,57.25000
14593,20000719,AAPL,52.68750
14593,20000720,AAPL,55.12500
14593,20000721,AAPL,53.56250
14593,20000724,AAPL,48.68750
14593,20000725,AAPL,50.06250
14593,20000726,AAPL,50.06250
14593,20000727,AAPL,52.00000
14593,20000728,AAPL,48.31250
14593,20000731,AAPL,50.81250
14593,20000801,AAPL,49.31250
14593,20000802,AAPL,47.25000
14593,20000803,AAPL,48.00000
14593,20000804,AAPL,47.37500
14593,20000807,AAPL,47.93750
14593,20000808,AAPL,46.75000
14593,20000809,AAPL,47.50000
14593,20000810,AAPL,47.56250
14593,20000811,AAPL,47.68750
14593,20000814,AAPL,47.06250
14593,20000815,AAPL,46.68750
14593,20000816,AAPL,48.50000
14593,20000817,AAPL,51.43750
14593,20000818,AAPL,50.00000
14593,20000821,AAPL,50.50000
14593,20000822,AAPL,51.68750
14593,20000823,AAPL,54.31250
14593,20000824,AAPL,56.10938
14593,20000825,AAPL,56.81250
14593,20000828,AAPL,58.06250
14593,20000829,AAPL,59.18750
14593,20000830,AAPL,59.50000
14593,20000831,AAPL,60.93750
14593,20000901,AAPL,63.43750
14593,20000905,AAPL,62.43750
14593,20000906,AAPL,58.43750
14593,20000907,AAPL,62.00000
14593,20000908,AAPL,58.87500
14593,20000911,AAPL,58.43750
14593,20000912,AAPL,57.75000
14593,20000913,AAPL,58.00000
14593,20000914,AAPL,56.85938
14593,20000915,AAPL,55.23438
14593,20000918,AAPL,60.65625
14593,20000919,AAPL,59.93750
14593,20000920,AAPL,61.04688
14593,20000921,AAPL,56.68750
14593,20000922,AAPL,52.18750
14593,20000925,AAPL,53.50000
14593,20000926,AAPL,51.43750
14593,20000927,AAPL,48.93750
14593,20000928,AAPL,53.50000
14593,20000929,AAPL,25.75000
14593,20001002,AAPL,24.25000
14593,20001003,AAPL,22.31250
14593,20001004,AAPL,23.62500
14593,20001005,AAPL,22.06250
14593,20001006,AAPL,22.18750
14593,20001009,AAPL,21.75000
14593,20001010,AAPL,20.87500
14593,20001011,AAPL,19.62500
14593,20001012,AAPL,20.00000
14593,20001013,AAPL,22.06250
14593,20001016,AAPL,21.50000
14593,20001017,AAPL,20.12500
14593,20001018,AAPL,20.12500
14593,20001019,AAPL,18.93750
14593,20001020,AAPL,19.50000
14593,20001023,AAPL,20.37500
14593,20001024,AAPL,18.87500
14593,20001025,AAPL,18.50000
14593,20001026,AAPL,18.50000
14593,20001027,AAPL,18.56250
14593,20001030,AAPL,19.31250
14593,20001031,AAPL,19.56250
14593,20001101,AAPL,20.50000
14593,20001102,AAPL,22.31250
14593,20001103,AAPL,22.25000
14593,20001106,AAPL,21.43750
14593,20001107,AAPL,21.31250
14593,20001108,AAPL,20.06250
14593,20001109,AAPL,20.18750
14593,20001110,AAPL,19.06250
14593,20001113,AAPL,19.37500
14593,20001114,AAPL,20.25000
14593,20001115,AAPL,19.87500
14593,20001116,AAPL,19.00000
14593,20001117,AAPL,18.50000
14593,20001120,AAPL,18.93750
14593,20001121,AAPL,18.81250
14593,20001122,AAPL,18.50000
14593,20001124,AAPL,19.31250
14593,20001127,AAPL,18.68750
14593,20001128,AAPL,18.03125
14593,20001129,AAPL,17.56250
14593,20001130,AAPL,16.50000
14593,20001201,AAPL,17.06250
14593,20001204,AAPL,16.68750
14593,20001205,AAPL,17.00000
14593,20001206,AAPL,14.31250
14593,20001207,AAPL,14.31250
14593,20001208,AAPL,15.06250
14593,20001211,AAPL,15.18750
14593,20001212,AAPL,15.37500
14593,20001213,AAPL,15.00000
14593,20001214,AAPL,14.43750
14593,20001215,AAPL,14.06250
14593,20001218,AAPL,14.25000
14593,20001219,AAPL,14.00000
14593,20001220,AAPL,14.37500
14593,20001221,AAPL,14.06250
14593,20001222,AAPL,15.00000
14593,20001226,AAPL,14.68750
14593,20001227,AAPL,14.81250
14593,20001228,AAPL,14.81250
14593,20001229,AAPL,14.87500
14593,20010102,AAPL,14.87500
14593,20010103,AAPL,16.37500
14593,20010104,AAPL,17.06250
14593,20010105,AAPL,16.37500
14593,20010108,AAPL,16.56250
14593,20010109,AAPL,17.18750
14593,20010110,AAPL,16.56250
14593,20010111,AAPL,18.00000
14593,20010112,AAPL,17.18750
14593,20010116,AAPL,17.12500
14593,20010117,AAPL,16.81250
14593,20010118,AAPL,18.68750
14593,20010119,AAPL,19.50000
14593,20010122,AAPL,19.25000
14593,20010123,AAPL,20.50000
14593,20010124,AAPL,20.50000
14593,20010125,AAPL,19.93750
14593,20010126,AAPL,19.56250
14593,20010129,AAPL,21.68750
14593,20010130,AAPL,21.75000
14593,20010131,AAPL,21.62500
14593,20010201,AAPL,21.12500
14593,20010202,AAPL,20.62500
14593,20010205,AAPL,20.18750
14593,20010206,AAPL,21.12500
14593,20010207,AAPL,20.75000
14593,20010208,AAPL,20.75000
14593,20010209,AAPL,19.12500
14593,20010212,AAPL,19.68750
14593,20010213,AAPL,19.12500
14593,20010214,AAPL,19.50000
14593,20010215,AAPL,20.06250
14593,20010216,AAPL,19.00000
14593,20010220,AAPL,18.31250
14593,20010221,AAPL,18.87500
14593,20010222,AAPL,18.81250
14593,20010223,AAPL,18.81250
14593,20010226,AAPL,19.50000
14593,20010227,AAPL,19.37500
14593,20010228,AAPL,18.25000
14593,20010301,AAPL,18.75000
14593,20010302,AAPL,19.25000
14593,20010305,AAPL,20.37500
14593,20010306,AAPL,21.50000
14593,20010307,AAPL,21.25000
14593,20010308,AAPL,20.81250
14593,20010309,AAPL,20.25000
14593,20010312,AAPL,18.62500
14593,20010313,AAPL,19.56250
14593,20010314,AAPL,20.43750
14593,20010315,AAPL,19.68750
14593,20010316,AAPL,19.62500
14593,20010319,AAPL,20.56250
14593,20010320,AAPL,19.68750
14593,20010321,AAPL,20.12500
14593,20010322,AAPL,21.62500
14593,20010323,AAPL,23.00000
14593,20010326,AAPL,21.78000
14593,20010327,AAPL,22.87000
14593,20010328,AAPL,22.17000
14593,20010329,AAPL,22.53000
14593,20010330,AAPL,22.07000
14593,20010402,AAPL,21.59000
14593,20010403,AAPL,20.24000
14593,20010404,AAPL,19.50000
14593,20010405,AAPL,20.87000
14593,20010406,AAPL,20.59000
14593,20010409,AAPL,20.54000
14593,20010410,AAPL,22.04000
14593,20010411,AAPL,21.80000
14593,20010412,AAPL,22.42000
14593,20010416,AAPL,21.44000
14593,20010417,AAPL,20.40000
14593,20010418,AAPL,22.79000
14593,20010419,AAPL,25.72000
14593,20010420,AAPL,25.04000
14593,20010423,AAPL,24.25000
14593,20010424,AAPL,24.03000
14593,20010425,AAPL,24.72000
14593,20010426,AAPL,24.69000
14593,20010427,AAPL,26.20000
14593,20010430,AAPL,25.49000
14593,20010501,AAPL,25.93000
14593,20010502,AAPL,26.59000
14593,20010503,AAPL,24.96000
14593,20010504,AAPL,25.75000
14593,20010507,AAPL,24.96000
14593,20010508,AAPL,24.57000
14593,20010509,AAPL,23.98000
14593,20010510,AAPL,23.00000
14593,20010511,AAPL,22.85000
14593,20010514,AAPL,23.29000
14593,20010515,AAPL,23.18000
14593,20010516,AAPL,24.10020
14593,20010517,AAPL,23.55000
14593,20010518,AAPL,23.53000
14593,20010521,AAPL,23.56000
14593,20010522,AAPL,23.50000
14593,20010523,AAPL,23.23000
14593,20010524,AAPL,23.20000
14593,20010525,AAPL,22.76000
14593,20010529,AAPL,21.47000
14593,20010530,AAPL,19.78000
14593,20010531,AAPL,19.95000
14593,20010601,AAPL,20.89000
14593,20010604,AAPL,20.66000
14593,20010605,AAPL,20.94000
14593,20010606,AAPL,20.73000
14593,20010607,AAPL,21.66000
14593,20010608,AAPL,21.32000
14593,20010611,AAPL,20.04000
14593,20010612,AAPL,20.31000
14593,20010613,AAPL,20.47000
14593,20010614,AAPL,19.88000
14593,20010615,AAPL,20.44000
14593,20010618,AAPL,20.33000
14593,20010619,AAPL,20.19000
14593,20010620,AAPL,21.67000
14593,20010621,AAPL,22.49000
14593,20010622,AAPL,22.26000
14593,20010625,AAPL,23.99000
14593,20010626,AAPL,23.75000
14593,20010627,AAPL,23.34000
14593,20010628,AAPL,23.54000
14593,20010629,AAPL,23.25000
14593,20010702,AAPL,23.90000
14593,20010703,AAPL,23.84000
14593,20010705,AAPL,23.19000
14593,20010706,AAPL,22.03000
14593,20010709,AAPL,22.70000
14593,20010710,AAPL,21.14000
14593,20010711,AAPL,22.54000
14593,20010712,AAPL,24.36000
14593,20010713,AAPL,24.85000
14593,20010716,AAPL,23.96000
14593,20010717,AAPL,25.10000
14593,20010718,AAPL,20.79000
14593,20010719,AAPL,19.96000
14593,20010720,AAPL,19.98000
14593,20010723,AAPL,19.54000
14593,20010724,AAPL,19.09000
14593,20010725,AAPL,18.47000
14593,20010726,AAPL,18.59000
14593,20010727,AAPL,18.96000
14593,20010730,AAPL,18.93000
14593,20010731,AAPL,18.79000
14593,20010801,AAPL,19.06000
14593,20010802,AAPL,19.82000
14593,20010803,AAPL,19.50000
14593,20010806,AAPL,19.13000
14593,20010807,AAPL,19.25000
14593,20010808,AAPL,18.90000
14593,20010809,AAPL,19.05000
14593,20010810,AAPL,19.02000
14593,20010813,AAPL,19.09000
14593,20010814,AAPL,18.73000
14593,20010815,AAPL,18.44000
14593,20010816,AAPL,18.65000
14593,20010817,AAPL,18.07000
14593,20010820,AAPL,18.12000
14593,20010821,AAPL,17.92000
14593,20010822,AAPL,18.21000
14593,20010823,AAPL,17.81000
14593,20010824,AAPL,18.57000
14593,20010827,AAPL,18.92000
14593,20010828,AAPL,18.40000
14593,20010829,AAPL,17.83000
14593,20010830,AAPL,17.83000
14593,20010831,AAPL,18.55000
14593,20010904,AAPL,18.25000
14593,20010905,AAPL,18.55000
14593,20010906,AAPL,17.72000
14593,20010907,AAPL,17.28000
14593,20010910,AAPL,17.37000
14593,20010917,AAPL,16.99000
14593,20010918,AAPL,16.28000
14593,20010919,AAPL,17.02000
14593,20010920,AAPL,15.68000
14593,20010921,AAPL,15.73000
14593,20010924,AAPL,16.45000
14593,20010925,AAPL,15.54000
14593,20010926,AAPL,15.15000
14593,20010927,AAPL,15.51000
14593,20010928,AAPL,15.51000
14593,20011001,AAPL,15.54000
14593,20011002,AAPL,15.05000
14593,20011003,AAPL,14.98000
14593,20011004,AAPL,15.88000
14593,20011005,AAPL,16.14000
14593,20011008,AAPL,16.20000
14593,20011009,AAPL,16.00000
14593,20011010,AAPL,16.82000
14593,20011011,AAPL,17.74000
14593,20011012,AAPL,18.01000
14593,20011015,AAPL,17.99000
14593,20011016,AAPL,18.01000
14593,20011017,AAPL,16.99000
14593,20011018,AAPL,18.00000
14593,20011019,AAPL,18.30000
14593,20011022,AAPL,19.02000
14593,20011023,AAPL,18.14000
14593,20011024,AAPL,18.95000
14593,20011025,AAPL,19.19000
14593,20011026,AAPL,18.67000
14593,20011029,AAPL,17.63000
14593,20011030,AAPL,17.60000
14593,20011031,AAPL,17.56000
14593,20011101,AAPL,18.59000
14593,20011102,AAPL,18.57000
14593,20011105,AAPL,19.07000
14593,20011106,AAPL,19.57000
14593,20011107,AAPL,19.59000
14593,20011108,AAPL,18.71000
14593,20011109,AAPL,18.71000
14593,20011112,AAPL,18.75000
14593,20011113,AAPL,19.37000
14593,20011114,AAPL,19.61000
14593,20011115,AAPL,19.45000
14593,20011116,AAPL,18.97000
14593,20011119,AAPL,20.00000
14593,20011120,AAPL,19.53000
14593,20011121,AAPL,19.68000
14593,20011123,AAPL,19.84000
14593,20011126,AAPL,21.37000
14593,20011127,AAPL,21.00000
14593,20011128,AAPL,20.53000
14593,20011129,AAPL,20.42000
14593,20011130,AAPL,21.30000
14593,20011203,AAPL,21.05000
14593,20011204,AAPL,22.40000
14593,20011205,AAPL,23.76000
14593,20011206,AAPL,22.78000
14593,20011207,AAPL,22.54000
14593,20011210,AAPL,22.54000
14593,20011211,AAPL,21.78000
14593,20011212,AAPL,21.49000
14593,20011213,AAPL,21.00000
14593,20011214,AAPL,20.39000
14593,20011217,AAPL,20.62000
14593,20011218,AAPL,21.01000
14593,20011219,AAPL,21.62000
14593,20011220,AAPL,20.67000
14593,20011221,AAPL,21.00000
14593,20011224,AAPL,21.36000
14593,20011226,AAPL,21.49000
14593,20011227,AAPL,22.07000
14593,20011228,AAPL,22.43000
14593,20011231,AAPL,21.90000
14593,20020102,AAPL,23.30000
14593,20020103,AAPL,23.58000
14593,20020104,AAPL,23.69000
14593,20020107,AAPL,22.90000
14593,20020108,AAPL,22.61000
14593,20020109,AAPL,21.65000
14593,20020110,AAPL,21.23000
14593,20020111,AAPL,21.05000
14593,20020114,AAPL,21.15000
14593,20020115,AAPL,21.70000
14593,20020116,AAPL,20.78000
14593,20020117,AAPL,22.48000
14593,20020118,AAPL,22.17000
14593,20020122,AAPL,21.82000
14593,20020123,AAPL,23.02000
14593,20020124,AAPL,23.21000
14593,20020125,AAPL,23.25000
14593,20020128,AAPL,23.27000
14593,20020129,AAPL,23.07000
14593,20020130,AAPL,24.09000
14593,20020131,AAPL,24.72000
14593,20020201,AAPL,24.41000
14593,20020204,AAPL,25.35000
14593,20020205,AAPL,25.45000
14593,20020206,AAPL,24.67000
14593,20020207,AAPL,24.30000
14593,20020208,AAPL,24.03000
14593,20020211,AAPL,24.98000
14593,20020212,AAPL,24.71000
14593,20020213,AAPL,25.01000
14593,20020214,AAPL,24.60000
14593,20020215,AAPL,23.90000
14593,20020219,AAPL,22.62000
14593,20020220,AAPL,23.13000
14593,20020221,AAPL,21.50000
14593,20020222,AAPL,22.74000
14593,20020225,AAPL,23.81000
14593,20020226,AAPL,23.67000
14593,20020227,AAPL,21.96000
14593,20020228,AAPL,21.70000
14593,20020301,AAPL,23.45000
14593,20020304,AAPL,24.29000
14593,20020305,AAPL,23.53000
14593,20020306,AAPL,24.07000
14593,20020307,AAPL,24.38000
14593,20020308,AAPL,24.66000
14593,20020311,AAPL,25.06000
14593,20020312,AAPL,24.72000
14593,20020313,AAPL,24.49000
14593,20020314,AAPL,24.43000
14593,20020315,AAPL,24.95000
14593,20020318,AAPL,24.74000
14593,20020319,AAPL,24.85000
14593,20020320,AAPL,24.92000
14593,20020321,AAPL,24.27000
14593,20020322,AAPL,24.09000
14593,20020325,AAPL,23.35000
14593,20020326,AAPL,23.46000
14593,20020327,AAPL,23.47000
14593,20020328,AAPL,23.67000
14593,20020401,AAPL,24.46000
14593,20020402,AAPL,24.07000
14593,20020403,AAPL,23.75000
14593,20020404,AAPL,24.90000
14593,20020405,AAPL,24.74000
14593,20020408,AAPL,24.56000
14593,20020409,AAPL,24.10000
14593,20020410,AAPL,24.66000
14593,20020411,AAPL,24.86000
14593,20020412,AAPL,25.06000
14593,20020415,AAPL,25.00000
14593,20020416,AAPL,25.74000
14593,20020417,AAPL,26.11000
14593,20020418,AAPL,25.41000
14593,20020419,AAPL,24.98000
14593,20020422,AAPL,24.53000
14593,20020423,AAPL,24.25000
14593,20020424,AAPL,23.77000
14593,20020425,AAPL,24.12000
14593,20020426,AAPL,23.01000
14593,20020429,AAPL,23.96000
14593,20020430,AAPL,24.27000
14593,20020501,AAPL,23.98000
14593,20020502,AAPL,23.69000
14593,20020503,AAPL,23.51000
14593,20020506,AAPL,22.65000
14593,20020507,AAPL,22.47000
14593,20020508,AAPL,24.37000
14593,20020509,AAPL,24.19000
14593,20020510,AAPL,23.32000
14593,20020513,AAPL,23.94000
14593,20020514,AAPL,25.61000
14593,20020515,AAPL,25.28000
14593,20020516,AAPL,25.21000
14593,20020517,AAPL,25.01000
14593,20020520,AAPL,24.74000
14593,20020521,AAPL,23.46000
14593,20020522,AAPL,24.32000
14593,20020523,AAPL,25.18000
14593,20020524,AAPL,24.15000
14593,20020528,AAPL,23.98000
14593,20020529,AAPL,23.98000
14593,20020530,AAPL,24.20000
14593,20020531,AAPL,23.30000
14593,20020603,AAPL,22.91000
14593,20020604,AAPL,22.78000
14593,20020605,AAPL,22.72000
14593,20020606,AAPL,22.16000
14593,20020607,AAPL,21.40000
14593,20020610,AAPL,21.48000
14593,20020611,AAPL,20.46000
14593,20020612,AAPL,20.09000
14593,20020613,AAPL,19.54000
14593,20020614,AAPL,20.10000
14593,20020617,AAPL,20.54000
14593,20020618,AAPL,20.15000
14593,20020619,AAPL,17.12000
14593,20020620,AAPL,17.11000
14593,20020621,AAPL,16.85000
14593,20020624,AAPL,17.27000
14593,20020625,AAPL,17.14000
14593,20020626,AAPL,16.55000
14593,20020627,AAPL,17.06000
14593,20020628,AAPL,17.72000
14593,20020701,AAPL,17.06000
14593,20020702,AAPL,16.94000
14593,20020703,AAPL,17.55000
14593,20020705,AAPL,18.74000
14593,20020708,AAPL,18.01000
14593,20020709,AAPL,17.53000
14593,20020710,AAPL,17.32000
14593,20020711,AAPL,18.30000
14593,20020712,AAPL,17.50000
14593,20020715,AAPL,18.23000
14593,20020716,AAPL,17.86000
14593,20020717,AAPL,15.63000
14593,20020718,AAPL,14.99000
14593,20020719,AAPL,14.96000
14593,20020722,AAPL,14.92000
14593,20020723,AAPL,14.47000
14593,20020724,AAPL,15.20000
14593,20020725,AAPL,14.36000
14593,20020726,AAPL,14.34000
14593,20020729,AAPL,15.02000
14593,20020730,AAPL,15.43000
14593,20020731,AAPL,15.26000
14593,20020801,AAPL,14.80000
14593,20020802,AAPL,14.45000
14593,20020805,AAPL,13.99000
14593,20020806,AAPL,14.74000
14593,20020807,AAPL,15.03200
14593,20020808,AAPL,15.30000
14593,20020809,AAPL,15.00000
14593,20020812,AAPL,14.99000
14593,20020813,AAPL,14.59000
14593,20020814,AAPL,15.17000
14593,20020815,AAPL,15.61000
14593,20020816,AAPL,15.81000
14593,20020819,AAPL,15.98000
14593,20020820,AAPL,15.91000
14593,20020821,AAPL,16.12000
14593,20020822,AAPL,15.97000
14593,20020823,AAPL,15.73000
14593,20020826,AAPL,15.53000
14593,20020827,AAPL,14.85000
14593,20020828,AAPL,14.70000
14593,20020829,AAPL,14.70000
14593,20020830,AAPL,14.75000
14593,20020903,AAPL,14.05000
14593,20020904,AAPL,14.48000
14593,20020905,AAPL,14.18000
14593,20020906,AAPL,14.38000
14593,20020909,AAPL,14.37000
14593,20020910,AAPL,14.33000
14593,20020911,AAPL,14.29000
14593,20020912,AAPL,14.14000
14593,20020913,AAPL,14.17000
14593,20020916,AAPL,14.50000
14593,20020917,AAPL,14.80000
14593,20020918,AAPL,15.02000
14593,20020919,AAPL,14.58000
14593,20020920,AAPL,14.87000
14593,20020923,AAPL,14.85000
14593,20020924,AAPL,14.64000
14593,20020925,AAPL,14.93000
14593,20020926,AAPL,14.70000
14593,20020927,AAPL,14.72000
14593,20020930,AAPL,14.50000
14593,20021001,AAPL,14.51000
14593,20021002,AAPL,14.17000
14593,20021003,AAPL,14.30000
14593,20021004,AAPL,14.03000
14593,20021007,AAPL,13.77000
14593,20021008,AAPL,13.68800
14593,20021009,AAPL,13.59900
14593,20021010,AAPL,14.11900
14593,20021011,AAPL,14.51000
14593,20021014,AAPL,14.77000
14593,20021015,AAPL,15.16000
14593,20021016,AAPL,14.56000
14593,20021017,AAPL,14.11000
14593,20021018,AAPL,14.34000
14593,20021021,AAPL,14.56000
14593,20021022,AAPL,14.70000
14593,20021023,AAPL,14.88000
14593,20021024,AAPL,14.69000
14593,20021025,AAPL,15.42000
14593,20021028,AAPL,15.61000
14593,20021029,AAPL,15.44000
14593,20021030,AAPL,15.98000
14593,20021031,AAPL,16.07000
14593,20021101,AAPL,16.36000
14593,20021104,AAPL,16.89000
14593,20021105,AAPL,16.90000
14593,20021106,AAPL,17.22000
14593,20021107,AAPL,16.00000
14593,20021108,AAPL,15.84000
14593,20021111,AAPL,15.16000
14593,20021112,AAPL,15.64000
14593,20021113,AAPL,15.59000
14593,20021114,AAPL,16.30000
14593,20021115,AAPL,15.95000
14593,20021118,AAPL,15.65000
14593,20021119,AAPL,15.27000
14593,20021120,AAPL,15.53000
14593,20021121,AAPL,16.35000
14593,20021122,AAPL,16.01000
14593,20021125,AAPL,15.97000
14593,20021126,AAPL,15.41000
14593,20021127,AAPL,15.72000
14593,20021129,AAPL,15.50000
14593,20021202,AAPL,15.18000
14593,20021203,AAPL,15.16000
14593,20021204,AAPL,14.97000
14593,20021205,AAPL,14.63000
14593,20021206,AAPL,14.95000
14593,20021209,AAPL,14.75000
14593,20021210,AAPL,15.28000
14593,20021211,AAPL,15.49000
14593,20021212,AAPL,15.19000
14593,20021213,AAPL,14.79000
14593,20021216,AAPL,14.85000
14593,20021217,AAPL,15.08000
14593,20021218,AAPL,14.57000
14593,20021219,AAPL,14.20000
14593,20021220,AAPL,14.14000
14593,20021223,AAPL,14.49000
14593,20021224,AAPL,14.36000
14593,20021226,AAPL,14.40000
14593,20021227,AAPL,14.06000
14593,20021230,AAPL,14.07000
14593,20021231,AAPL,14.33000
14593,20030102,AAPL,14.80000
14593,20030103,AAPL,14.90000
14593,20030106,AAPL,14.90000
14593,20030107,AAPL,14.85000
14593,20030108,AAPL,14.55000
14593,20030109,AAPL,14.68000
14593,20030110,AAPL,14.72000
14593,20030113,AAPL,14.63000
14593,20030114,AAPL,14.61000
14593,20030115,AAPL,14.43000
14593,20030116,AAPL,14.62000
14593,20030117,AAPL,14.10000
14593,20030121,AAPL,14.02000
14593,20030122,AAPL,13.88000
14593,20030123,AAPL,14.17000
14593,20030124,AAPL,13.80000
14593,20030127,AAPL,14.13000
14593,20030128,AAPL,14.58000
14593,20030129,AAPL,14.93000
14593,20030130,AAPL,14.32000
14593,20030131,AAPL,14.36000
14593,20030203,AAPL,14.66000
14593,20030204,AAPL,14.60000
14593,20030205,AAPL,14.45000
14593,20030206,AAPL,14.43000
14593,20030207,AAPL,14.15000
14593,20030210,AAPL,14.35000
14593,20030211,AAPL,14.35000
14593,20030212,AAPL,14.39000
14593,20030213,AAPL,14.54000
14593,20030214,AAPL,14.67000
14593,20030218,AAPL,15.27000
14593,20030219,AAPL,14.85000
14593,20030220,AAPL,14.77000
14593,20030221,AAPL,15.00000
14593,20030224,AAPL,14.74000
14593,20030225,AAPL,15.02000
14593,20030226,AAPL,14.50000
14593,20030227,AAPL,14.86000
14593,20030228,AAPL,15.01000
14593,20030303,AAPL,14.65000
14593,20030304,AAPL,14.56000
14593,20030305,AAPL,14.62000
14593,20030306,AAPL,14.56000
14593,20030307,AAPL,14.53000
14593,20030310,AAPL,14.37000
14593,20030311,AAPL,14.23000
14593,20030312,AAPL,14.22000
14593,20030313,AAPL,14.72000
14593,20030314,AAPL,14.78000
14593,20030317,AAPL,15.01000
14593,20030318,AAPL,15.00000
14593,20030319,AAPL,14.95000
14593,20030320,AAPL,14.91000
14593,20030321,AAPL,15.00000
14593,20030324,AAPL,14.37000
14593,20030325,AAPL,14.55000
14593,20030326,AAPL,14.41000
14593,20030327,AAPL,14.49000
14593,20030328,AAPL,14.57000
14593,20030331,AAPL,14.14000
14593,20030401,AAPL,14.16000
14593,20030402,AAPL,14.60000
14593,20030403,AAPL,14.46000
14593,20030404,AAPL,14.41000
14593,20030407,AAPL,14.49000
14593,20030408,AAPL,14.45000
14593,20030409,AAPL,14.19000
14593,20030410,AAPL,14.37000
